transcript_id	gene_id	gene_symbol	locaus	TSS	TES	length	Nb_samples_over_10%	Nb_samples_over_25%	Nb_samples_over_50%	Nb_samples_over_75%	cytoplasmic.LPA.000.b1	cytoplasmic.LPA.010.b1	cytoplasmic.LPA.015.b1	cytoplasmic.LPA.020.b1	cytoplasmic.LPA.025.b1	cytoplasmic.LPA.030.b1	cytoplasmic.LPA.035.b1	cytoplasmic.LPA.040.b1	cytoplasmic.LPA.050.b1	cytoplasmic.LPA.060.b1	cytoplasmic.LPA.090.b1	cytoplasmic.LPA.120.b1	cytoplasmic.LPA.000.b2	cytoplasmic.LPA.010.b2	cytoplasmic.LPA.015.b2	cytoplasmic.LPA.020.b2	cytoplasmic.LPA.025.b2	cytoplasmic.LPA.030.b2	cytoplasmic.LPA.040.b2	cytoplasmic.LPA.050.b2	cytoplasmic.LPA.060.b2	cytoplasmic.LPA.075.b2	cytoplasmic.LPA.090.b2	cytoplasmic.LPA.120.b2	cytoplasmic.LPA.000.b3	cytoplasmic.LPA.010.b3	cytoplasmic.LPA.015.b3	cytoplasmic.LPA.020.b3	cytoplasmic.LPA.025.b3	cytoplasmic.LPA.030.b3	cytoplasmic.LPA.040.b3	cytoplasmic.LPA.050.b3	cytoplasmic.LPA.060.b3	cytoplasmic.LPA.075.b3	cytoplasmic.LPA.090.b3	cytoplasmic.LPA.120.b3
ENSMUSG00000032724.5	ENSMUST00000138580.1	Abtb2	chr2:103715034-103717217	103715034	103717217	709	0	0	0	0	1.27065e-26	6.45374e-13	0.0118983	6.37999e-14	3.47406e-18	6.03546e-36	0.00103779	6.10087e-15	4.67041e-13	2.56169e-13	3.17669e-15	5.79609e-14	5.22884e-31	2.46572e-14	4.20214e-16	0	1.13779e-14	1.67297e-11	3.22006e-12	7.52395e-13	3.50904e-17	2.31709e-18	7.12231e-12	1.71418e-11	1.35114e-10	0	0	1.07333e-13	9.47505e-15	5.20785e-20	3.0221e-18	2.09041e-16	4.861e-21	1.57505e-22	1.31884e-12	0.0924651
ENSMUSG00000032724.5	ENSMUST00000131122.1	Abtb2	chr2:103715080-103718423	103715080	103718423	2875	0	0	0	0	2.18722e-07	6.79547e-08	0.0271224	3.55842e-08	0.030349	7.03538e-08	0.0360764	0.0128937	0.0338452	4.48246e-08	3.44312e-08	3.57278e-08	6.73811e-08	2.59137e-08	5.08715e-08	0.0149215	3.32502e-08	5.01364e-08	0.0129197	3.69254e-08	1.00348e-07	2.10255e-08	0.00925182	0.00910001	5.02071e-08	3.29941e-08	6.2123e-08	1.76863e-07	2.53397e-08	0.0116976	0.013937	3.68828e-08	4.36306e-08	3.30867e-08	0.0495153	0.0923959
Total_FPKM							26	26	26	26	1.634050218722	1.8560700679553457	2.4069007	1.9854800355842637	1.896129	1.6007300703537999	1.46414419	1.360283700000006	2.4186252000004673	1.6704400448248562	3.8608500344312033	5.556500035727858	1.1580300673811	1.0335800259137247	1.1681700508715003	0.7778355	0.8334480332502113	1.1845700501531296	1.7790697000032203	1.0899500369261523	1.008170100348	1.4225500210255	3.354131820007122	7.476720010017142	0.7976210503422141	0.9485790329941	1.111870062123	0.9653761768631074	0.9364310253397095	0.8776075999999999	0.9319769999999999	0.9547710368828003	0.8795540436306	1.1633600330867	1.877655300001319	3.644931
Main Isoform FPKM											1.63405	1.85607	2.36788	1.98548	1.86578	1.60073	1.42703	1.34739	2.38478	1.67044	3.86085	5.5565	1.15803	1.03358	1.16817	0.762914	0.833448	1.18457	1.76615	1.08995	1.00817	1.42255	3.34488	7.46762	0.797621	0.948579	1.11187	0.965376	0.936431	0.86591	0.91804	0.954771	0.879554	1.16336	1.82814	3.46007
2nd Main Isoform FPKM											2.18722e-07	6.79547e-08	0.0271224	3.55842e-08	0.030349	7.03538e-08	0.0360764	0.0128937	0.0338452	4.48246e-08	3.44312e-08	3.57278e-08	6.73811e-08	2.59137e-08	5.08715e-08	0.0149215	3.32502e-08	5.01364e-08	0.0129197	3.69254e-08	1.00348e-07	2.10255e-08	0.00925182	0.00910001	5.02071e-08	3.29941e-08	6.2123e-08	1.76863e-07	2.53397e-08	0.0116976	0.013937	3.68828e-08	4.36306e-08	3.30867e-08	0.0495153	0.0924651
Main Isoform/Total											0.9999998661473206	0.9999999633875106	0.9837879892593824	0.999999982077753	0.9839942324599223	0.9999999560489297	0.9746512739295164	0.9905213155167515	0.986006430429791	0.9999999731658396	0.999999991081963	0.9999999935700787	0.9999999418140324	0.9999999749281874	0.9999999564519735	0.9808166379652252	0.9999999601052375	0.9999999576613222	0.9927379461281384	0.9999999661212431	0.9999999004652094	0.9999999852198519	0.9972416647574983	0.9987828874152102	0.9999999368845468	0.9999999652173421	0.999999944127464	0.9999998167935862	0.9999999729401219	0.9866710361213827	0.9850457682968571	0.9999999613700051	0.9999999503946343	0.9999999715593633	0.9736291852922716	0.9492827161885917
2nd Main Isoform / Main											1.3385269728588475e-07	3.661214286099123e-08	0.01145429667043938	1.792221528295425e-08	0.01626611926379316	4.395107232325251e-08	0.025280757937814903	0.00956938970899294	0.014192168669646675	2.6834007806326476e-08	8.918036183741923e-09	6.429910915144426e-09	5.8185971002478355e-08	2.5071789314808725e-08	4.354802811234666e-08	0.019558560991147105	3.9894750482333635e-08	4.232455659015508e-08	0.007315177080089459	3.387806780127529e-08	9.9534800678457e-08	1.4780148325190677e-08	0.0027659646982851403	0.0012185957507211134	6.294606084844807e-08	3.4782659114317315e-08	5.587253905582488e-08	1.8320633618403605e-07	2.7059868799730038e-08	0.013509025187375134	0.015181255718705067	3.862999609330405e-08	4.960536817523427e-08	2.8440637463897677e-08	0.027085070071219925	0.026723476692668065

ENSMUSG00000022126.6	ENSMUST00000022722.6	Acod1	chr14:103046976-103056573	103046976	103056573	2623	36	36	36	36	516.058	556.417	732.062	645.332	533.574	593.703	504.919	699.137	1058.67	1184.11	2037.66	2320.56	643.835	389.101	384.253	316.811	404.78	605.983	676.321	879.536	1147.71	1643.7	1725.02	2448.78	321.199	428.575	370.811	315.533	351.518	378.753	395.699	586.116	806.5	1238.96	1263.45	1659.19
Total_FPKM							36	36	36	36	516.058	556.417	732.062	645.332	533.574	593.703	504.919	699.137	1058.67	1184.11	2037.66	2320.56	643.835	389.101	384.253	316.811	404.78	605.983	676.321	879.536	1147.71	1643.7	1725.02	2448.78	321.199	428.575	370.811	315.533	351.518	378.753	395.699	586.116	806.5	1238.96	1263.45	1659.19
Main Isoform FPKM											516.058	556.417	732.062	645.332	533.574	593.703	504.919	699.137	1058.67	1184.11	2037.66	2320.56	643.835	389.101	384.253	316.811	404.78	605.983	676.321	879.536	1147.71	1643.7	1725.02	2448.78	321.199	428.575	370.811	315.533	351.518	378.753	395.699	586.116	806.5	1238.96	1263.45	1659.19
Main Isoform/Total											1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0

ENSMUSG00000001348.15	ENSMUST00000069330.13	Acp5	chr9:22126726-22131815	22131815	22126726	1356	36	36	30	0	11.5269	7.96917	7.11111	7.65729	7.94907	6.87707	5.89439	6.93073	8.24875	8.9934	7.5826	8.87927	7.60916	8.24438	6.29385	8.80737	5.46476	6.79635	7.75388	7.04665	6.99273	6.66338	7.8983	7.19909	9.55171	10.3332	12.1137	11.4767	7.83451	10.952	7.88648	9.41661	9.18692	11.6001	8.3812	8.21702
ENSMUSG00000001348.15	ENSMUST00000165735.8	Acp5	chr9:22126726-22135711	22135711	22126726	1376	0	0	0	0	3.55479e-07	5.90769e-06	6.2954e-05	3.52562e-05	4.05458e-05	5.69873e-06	4.64819e-05	4.78555e-05	3.40238e-06	4.05349e-05	2.67641e-05	2.81664e-05	2.1739e-05	3.58031e-18	2.97193e-05	5.73005e-08	4.70208e-06	1.60171e-05	2.1552e-12	1.05631e-05	1.43075e-05	2.18871e-05	6.6327e-25	3.42888e-06	2.04762e-05	3.09437e-05	2.73954e-05	2.93982e-05	9.47695e-13	5.82095e-08	3.00901e-05	3.85878e-06	1.82001e-05	8.35652e-07	2.78623e-05	1.43933e-05
ENSMUSG00000001348.15	ENSMUST00000115315.2	Acp5	chr9:22126730-22130598	22130598	22126730	1349	28	8	0	0	1.17753	1.2591	3.42118	3.92702	2.55903	1.03158	4.49196	2.5823	1.10573	2.81572	3.59046	1.64262	4.01845	0.277713	2.63298	1.35039	1.8182	1.30358	0.58494	1.43714	3.70716	4.37899	0.348385	3.8865	4.43075	5.54002	4.11568	4.74237	3.80736	2.22759	3.5767	2.82615	3.9054	2.49685	5.18004	3.29296
ENSMUSG00000001348.15	ENSMUST00000213815.1	Acp5	chr9:22126737-22131653	22131653	22126737	1419	0	0	0	0	0.240528	0.267782	0.450511	0.544568	0.617416	0.343185	0.71476	0.087511	0.358253	0.379222	0.370872	0.0998151	0.203662	0.326857	0.262649	0.169255	0.169914	0.382305	0.383004	0.146643	0.197556	0.113244	0.357958	0.325855	0.138298	0.193841	0.172775	0.467555	7.90003e-15	0.813524	0.610257	0.249711	0.415556	0.353328	0.379015	0.481696
ENSMUSG00000001348.15	ENSMUST00000217643.1	Acp5	chr9:22126737-22131831	22131831	22126737	1447	36	13	0	0	4.23715	3.60867	5.15065	2.07997	3.0899	2.89142	1.94542	1.73552	3.21114	2.57048	1.87573	2.42591	3.00694	3.58054	2.04277	3.6933	2.65964	1.76641	3.75993	2.08088	2.59612	3.39754	5.03405	5.0667	3.92601	3.55238	4.57361	4.06171	5.79282	5.35575	2.90606	6.18247	2.78366	5.76953	4.17635	3.2978
ENSMUSG00000001348.15	ENSMUST00000216684.1	Acp5	chr9:22132619-22135691	22135691	22132619	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Total_FPKM							36	36	36	36	17.182108355478995	13.104727907690002	16.133513954	14.2088832562	14.2154565458	11.14326069873	13.0465764819	11.3361088555	12.92387640238	14.758862534899999	13.419688764100002	13.0476432664	14.838233739	12.429490000000001	11.232278719299998	14.0203150573005	10.112518702080001	10.248661017100002	12.481754000002155	10.711323563099999	13.4935803075	14.553175887099998	13.638693	16.47814842888	18.0467884762	19.6194719437	20.9757923954	20.748364398200003	17.434690000000955	19.348864058209497	14.979527090100001	18.67494485878	16.291554200100002	20.219808835651996	18.1166328623	15.289490393300001
Main Isoform FPKM											11.5269	7.96917	7.11111	7.65729	7.94907	6.87707	5.89439	6.93073	8.24875	8.9934	7.5826	8.87927	7.60916	8.24438	6.29385	8.80737	5.46476	6.79635	7.75388	7.04665	6.99273	6.66338	7.8983	7.19909	9.55171	10.3332	12.1137	11.4767	7.83451	10.952	7.88648	9.41661	9.18692	11.6001	8.3812	8.21702
2nd Main Isoform FPKM											4.23715	3.60867	5.15065	3.92702	3.0899	2.89142	4.49196	2.5823	3.21114	2.81572	3.59046	2.42591	4.01845	3.58054	2.63298	3.6933	2.65964	1.76641	3.75993	2.08088	3.70716	4.37899	5.03405	5.0667	4.43075	5.54002	4.57361	4.74237	5.79282	5.35575	3.5767	6.18247	3.9054	5.76953	5.18004	3.2978
Main Isoform/Total											0.6708664479073854	0.6081141139392602	0.4407663463939258	0.5389086434121251	0.5591849951768575	0.6171505976508098	0.45179591812285047	0.611385272349196	0.6382566455433564	0.6093559025116928	0.5650354589656932	0.6805267295179428	0.5128076652412141	0.6632918969322151	0.5603359885635242	0.6281863113635187	0.540395539528246	0.6631451648815603	0.6212171782907002	0.6578692127530695	0.518226433655514	0.4578643212789348	0.5791097431403435	0.43688707084241946	0.529274779975215	0.5266808418520199	0.577508576155461	0.5531375765212435	0.44936330958563475	0.566028060719833	0.5264839105109126	0.5042376334285557	0.5639069107319183	0.5736997859023503	0.4626245982740505	0.5374292921888865
2nd Main Isoform / Main											0.3675879898324788	0.45282883913883126	0.7243102694234795	0.5128472344654571	0.38871213865269777	0.4204435900754246	0.7620737684476256	0.37258701464347915	0.3892880739505986	0.3130873751862477	0.4735130430195448	0.2732105229371333	0.5281069132466658	0.43430069938552085	0.4183417145308515	0.41934198290749675	0.48668925991260364	0.25990568466897673	0.48490949047444637	0.2953006038330271	0.5301448790386587	0.6571724860356155	0.6373586721193167	0.7037972854902494	0.46386982016832584	0.5361378856501374	0.37755681583661477	0.41321721400751094	0.7393978691711415	0.48902027027027023	0.4535229912457776	0.6565494376426336	0.42510438754228835	0.4973689881983776	0.6180546938385911	0.40133771123838086

ENSMUSG00000025911.14	ENSMUST00000144177.7	Adhfe1	chr1:9547947-9577970	9547947	9577970	3239	13	0	0	0	0.2654	0.203516	0.065169	0.0833448	0.225712	0.184256	0.164011	0.232457	0.335098	0.110545	0.202622	0.237488	0.146537	0.0330642	0.17015	0.085575	0.13867	0.049168	0.163612	0.3476	0.214311	0.16047	0.146197	0.140068	0.144076	0.155238	1.7704e-06	3.88219e-06	1.17588e-26	0.208601	0.17511	0.123072	0.0447643	0.211741	0.100145	0.127074
ENSMUSG00000025911.14	ENSMUST00000027044.14	Adhfe1	chr1:9548054-9576901	9548054	9576901	2022	36	36	35	16	1.12761	1.34617	1.66069	1.3428	1.43044	1.10162	1.20727	1.03809	1.64443	1.7512	2.55637	2.84793	1.62973	0.977185	1.40829	1.21156	0.970571	1.89001	1.29343	1.30152	1.13817	1.52862	1.8994	2.75757	1.13647	0.947168	0.940835	1.07206	1.26863	1.25174	0.793771	1.23023	1.61633	1.11292	1.42339	1.78458
ENSMUSG00000025911.14	ENSMUST00000130927.7	Adhfe1	chr1:9548091-9553687	9548091	9553687	459	0	0	0	0	4.47546e-119	3.39128e-110	1.16175e-32	8.62036e-17	1.75151e-38	5.89678e-26	1.14318e-118	1.49468e-23	1.70142e-71	2.34422e-50	2.1388e-64	7.39591e-20	6.70573e-60	0.117729	1.64435e-108	0.119432	6.60123e-47	3.68548e-82	1.43131e-68	1.69317e-30	4.50303e-25	5.03496e-58	2.02436e-47	1.3065e-105	2.95737e-71	2.53942e-228	3.80035e-51	1.35478e-73	3.13663e-58	5.82122e-77	3.11704e-102	0	6.48055e-48	1.46956e-61	7.12661e-28	2.01264e-36
ENSMUSG00000025911.14	ENSMUST00000186467.1	Adhfe1	chr1:9548106-9555568	9548106	9555568	466	1	0	0	0	1.16093e-28	0.0518323	1.75421e-08	8.47512e-12	0.123538	1.68846e-06	1.1104e-49	2.26806e-19	8.34874e-40	4.39824e-05	0.00012237	1.75198e-07	4.78116e-34	0.0848103	0.153171	1.01556e-07	1.50841e-20	6.07075e-05	3.10105e-11	6.73215e-19	2.06024e-17	7.13413e-51	3.26667e-19	1.43956e-31	2.91529e-38	0.469619	1.81624e-20	8.97578e-08	8.83583e-77	5.21871e-26	2.17496e-05	2.4403e-21	1.40873e-14	1.06105e-17	2.75398e-14	1.37271e-12
ENSMUSG00000025911.14	ENSMUST00000190654.1	Adhfe1	chr1:9548118-9580673	9548118	9580673	2021	31	8	0	0	0.0782052	0.140241	0.437259	0.351128	0.095219	0.266407	0.260936	0.268159	0.0562079	0.265016	0.388175	0.691365	0.269077	0.355617	0.151232	0.526609	0.385996	0.270966	0.169538	0.41178	0.354943	0.594092	0.764098	0.731545	0.266264	0.630454	0.854182	0.541902	0.177724	0.310266	0.19396	0.173121	0.189796	0.407948	0.570777	0.6215
Total_FPKM							36	36	36	36	1.4712152	1.7417593000000002	2.1631180175421	1.777272800008475	1.8749089999999997	1.5522846884600001	1.632217	1.538706	2.0357359	2.1268049824	3.1472893699999998	3.776783175198	2.045344	1.5684055000000001	1.882843	1.9431761015559998	1.495237	2.2102047075	1.6265800000310107	2.0608999999999997	1.7074239999999998	2.283182	2.809695	3.629183	1.5468100000000002	2.202479	1.7950187704	1.6139659719478	1.446354	1.770607	1.1628627496	1.526423	1.850890300000014	1.7326089999999998	2.0943120000000275	2.533154000001373
Main Isoform FPKM											1.12761	1.34617	1.66069	1.3428	1.43044	1.10162	1.20727	1.03809	1.64443	1.7512	2.55637	2.84793	1.62973	0.977185	1.40829	1.21156	0.970571	1.89001	1.29343	1.30152	1.13817	1.52862	1.8994	2.75757	1.13647	0.947168	0.940835	1.07206	1.26863	1.25174	0.793771	1.23023	1.61633	1.11292	1.42339	1.78458
2nd Main Isoform FPKM											0.2654	0.203516	0.437259	0.351128	0.225712	0.266407	0.260936	0.268159	0.335098	0.265016	0.388175	0.691365	0.269077	0.355617	0.17015	0.526609	0.385996	0.270966	0.169538	0.41178	0.354943	0.594092	0.764098	0.731545	0.266264	0.630454	0.854182	0.541902	0.177724	0.310266	0.19396	0.173121	0.189796	0.407948	0.570777	0.6215
Main Isoform/Total											0.7664480356102901	0.7728794673293835	0.7677297246532128	0.7555396110229092	0.7629383612751339	0.709676522734307	0.7396504263832566	0.6746512979087623	0.8077815987820424	0.8233947233017354	0.8122449827357311	0.7540623509187009	0.7967999514996009	0.6230435942745673	0.7479593359616282	0.623494699749468	0.6491084690921908	0.8551289360603265	0.7951837597753205	0.6315299141151924	0.6666006803231066	0.6695129867001405	0.676016435947674	0.7598321715934413	0.7347185497895669	0.430046325072793	0.5241365803602963	0.6642395308410339	0.8771227514149371	0.7069552983807248	0.682600762878543	0.8059561471492501	0.873271635817632	0.642337653792633	0.6796456306414619	0.7044893441137148
2nd Main Isoform / Main											0.2353650641622547	0.15118150010771297	0.2632995923381245	0.26148942508191836	0.15779200805346608	0.24183202919336977	0.2161372352497784	0.2583196061998478	0.20377760074919576	0.15133394243947004	0.15184617250241556	0.24276053133328418	0.16510526283494814	0.36391983094296376	0.12082028559458634	0.4346536696490475	0.397699910671141	0.14336749541007718	0.13107628553535947	0.3163839203392956	0.3118541166960999	0.3886459682589525	0.4022838791197221	0.2652861033446114	0.23429039041945673	0.6656200378391162	0.9078977716602805	0.5054773053746991	0.14009127956929918	0.24786776806685093	0.24435259035666457	0.14072246653064874	0.11742404088274053	0.36655644610573984	0.40099832090994036	0.34826121552410094

ENSMUSG00000020178.6	ENSMUST00000105420.2	Adora2a	chr10:75316876-75334784	75316876	75334784	2596	36	36	36	33	5.70418	6.3704	6.97284	7.81665	6.78215	4.9939	4.62829	10.2262	12.9074	16.8048	35.2724	55.6154	6.25413	2.90316	3.37817	2.57757	4.03361	4.95993	7.53581	8.12867	12.7556	18.1882	32.1561	52.1147	3.58723	4.6583	3.40441	2.92377	3.16685	3.07434	3.90781	7.40416	11.2345	24.1834	29.0397	40.3842
ENSMUSG00000020178.6	ENSMUST00000219044.1	Adora2a	chr10:75317101-75326280	75317101	75326280	538	30	3	0	0	0.708643	1.00014	1.80664	1.02691	0.73799	0.894249	1.13069	0.0496109	3.94491	2.57401	6.78491	8.3002	2.60647	0.653457	0.379962	0.490931	0.539286	1.79804	1.48178	1.6039	3.7707	5.0928	6.56633	9.45907	0.992919	0.233212	1.22155	0.3176	0.000472736	0.609157	0.994214	1.35526	3.02967	5.59755	5.86227	10.3794
ENSMUSG00000020178.6	ENSMUST00000219322.1	Adora2a	chr10:75323119-75326098	75323119	75326098	601	0	0	0	0	2.9292e-15	0.0638203	0.0556325	3.59002e-14	6.89104e-10	6.918e-18	0.116384	0.17025	0.0856363	7.38716e-14	0.061506	7.87354e-14	1.81716e-10	1.71497e-12	1.24724e-15	1.06039e-18	0.0330203	0.0417252	0.0522968	0.202015	1.17823e-08	0.0358967	0.0359059	0.0353609	5.96045e-10	1.26446e-15	0.134078	3.28181e-12	0	3.72427e-11	0.264485	0.0376593	6.04013e-11	0.226589	0.0906976	0.159366
ENSMUSG00000020178.6	ENSMUST00000217703.1	Adora2a	chr10:75324857-75326039	75324857	75326039	434	0	0	0	0	4.73303e-15	0.148514	0.130595	2.16412e-12	2.8192e-07	2.41413e-18	9.94819e-09	3.43187e-82	0.166884	6.23155e-12	7.48665e-11	1.22903e-13	2.55755e-12	2.86459e-13	0.112019	4.55769e-17	1.59994e-16	2.15446e-14	0.125408	3.75336e-14	0.111605	6.81934e-13	0.0864822	0.0761197	4.20908e-08	1.13672e-19	0	3.10563e-07	0	8.84027e-11	2.2226e-12	0.166386	0.218832	0.103752	1.68912e-14	0.119732
